1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
162	-0.776957	42.044798	20.293839	0.010962	0.8
163	-0.787052	43.044798	19.976970	0.012399	0.8
164	-0.768603	42.894530	20.023952	0.011881	1.5
165	-0.782982	42.744262	20.071156	0.011039	0.9
166	-0.761512	43.743279	19.761449	0.006048	1.3
167	-0.750289	43.897638	19.714447	0.008663	1.1
168	-0.806152	44.867117	19.424275	0.009247	0.8
169	-0.770197	44.716849	19.468691	0.008027	1.2
170	-0.779199	44.566580	19.513310	0.008652	1.1
171	-0.766637	45.566580	19.220170	0.008859	0.8
172	-0.758227	46.539283	18.943361	0.009359	1.5
173	-0.766489	47.539283	18.666974	0.011626	0.8
174	-0.772741	47.389035	18.707985	0.006820	1.2
175	-0.788611	48.388985	18.438388	0.008051	1.2
176	-0.801011	49.382168	18.178198	0.010253	0.9
177	-0.783147	50.382150	17.923543	0.008693	0.9
178	-0.791986	51.381965	17.675964	0.007527	1.8
179	-0.753206	51.231702	17.712735	0.010312	0.8
180	-0.769785	52.231548	17.470899	0.007789	0.9
181	-0.773618	52.081280	17.506823	0.007248	1.5
182	-0.772125	51.931012	17.542894	0.008804	0.8
183	-0.783231	52.369557	17.438037	0.007732	0.9
184	-0.825492	52.219288	17.473825	0.005911	1.7
185	-0.755279	53.210901	17.240338	0.005454	1.0
186	-0.785840	53.062068	17.274984	0.012150	1.1
187	-0.782522	54.061877	17.044884	0.010164	0.9
188	-0.797493	53.911617	17.079073	0.007739	1.0
189	-0.779361	54.909831	16.854484	0.007906	0.9
190	-0.779035	55.909598	16.635388	0.008268	1.0
191	-0.782223	56.908421	16.422115	0.008052	1.0
192	-0.789970	57.897918	16.216157	0.007061	0.8
193	-0.764609	57.747651	16.247101	0.010140	1.5
194	-0.765293	57.637179	16.269925	0.008463	0.8
195	-0.779114	57.488853	16.300672	0.006843	1.3
196	-0.787482	57.338587	16.331939	0.007564	1.0
197	-0.772332	58.275421	16.138937	0.008699	0.8
198	-0.805862	59.275421	15.937892	0.011778	0.9
199	-0.813268	60.275420	15.741795	0.011194	1.0
200	-0.764303	60.125536	15.770879	0.008669	0.9
201	-0.805388	59.975268	15.800146	0.006674	1.1
202	-0.776466	60.975262	15.607404	0.008277	1.0
203	-0.778851	60.825129	15.636040	0.012590	1.3
204	-0.786928	61.825129	15.447256	0.007026	0.9
205	-0.769435	61.674861	15.475333	0.010655	1.2
206	-0.786054	61.524593	15.503512	0.005871	0.8
207	-0.758972	62.518401	15.319031	0.008096	1.0
208	-0.808701	63.464298	15.147477	0.008429	1.0
209	-0.762943	64.359306	14.988653	0.005708	0.9
210	-0.782219	65.356788	14.815523	0.006051	1.2
211	-0.815056	65.287621	14.827399	0.012936	0.8
212	-0.782171	66.287621	14.657531	0.009838	0.9
213	-0.765737	67.287621	14.491511	0.008496	1.3
214	-0.792106	67.137356	14.516217	0.009844	0.9
215	-0.769915	66.987088	14.541009	0.006890	1.6
216	-0.752357	67.858200	14.398457	0.006814	0.9
217	-0.769340	67.711814	14.422217	0.006943	1.2
218	-0.783139	67.561546	14.446688	0.007233	1.0
219	-0.769436	67.411278	14.471242	0.008514	0.8
220	-0.786117	68.307578	14.326007	0.006814	1.2
221	-0.769634	69.306737	14.167503	0.008757	0.8
222	-0.769001	69.156469	14.191117	0.008442	1.2
223	-0.774344	69.006201	14.214810	0.006721	1.0
224	-0.808958	68.951471	14.223458	0.005311	0.8
225	-0.768326	68.801207	14.247259	0.007603	1.3
226	-0.783386	68.650965	14.271135	0.006501	1.0
227	-0.763022	68.501612	14.294949	0.007744	0.8
228	-0.787364	68.351367	14.318986	0.005341	1.1
229	-0.804598	68.252800	14.334800	0.007039	0.8
230	-0.764687	68.469151	14.300136	0.005960	1.1
231	-0.808735	68.318883	14.324194	0.009121	1.1
232	-0.790299	69.310476	14.166917	0.009781	0.8
233	-0.746452	69.475348	14.141101	0.005214	1.1
234	-0.757111	70.475347	13.986512	0.006984	1.2
235	-0.765219	70.378526	14.001331	0.006084	0.8
236	-0.813150	70.228528	14.024352	0.007945	1.6
237	-0.778804	70.085928	14.046308	0.010440	1.1
238	-0.777848	69.935708	14.069512	0.006294	0.9
239	-0.772754	69.785441	14.092799	0.006282	1.1
240	-0.765162	70.583028	13.970067	0.006304	1.0
241	-0.806416	70.736309	13.946724	0.006960	1.4
242	-0.774450	70.587549	13.969377	0.013153	1.2
243	-0.794978	71.587549	13.818500	0.005898	0.9
244	-0.771893	71.437281	13.840963	0.008047	1.4
245	-0.783951	72.437137	13.692853	0.005858	1.0
246	-0.744572	72.337389	13.707487	0.006188	0.9
247	-0.792910	73.321532	13.564464	0.008345	1.0
248	-0.764358	74.320359	13.422327	0.009878	1.0
249	-0.769241	74.170092	13.443520	0.006029	1.0
250	-0.785986	75.169823	13.303768	0.006820	0.9
251	-0.770326	75.920597	13.200713	0.007026	1.0
252	-0.760010	76.920357	13.065935	0.010193	1.0
253	-0.783325	76.770089	13.086017	0.008145	0.9
254	-0.767521	77.769392	12.953618	0.007624	1.7
255	-0.781652	78.769386	12.823784	0.010117	0.8
256	-0.796128	78.619379	12.843094	0.008993	1.0
257	-0.779563	78.471715	12.862159	0.010906	1.0
258	-0.806626	79.471619	12.734153	0.008903	0.9
259	-0.777060	80.471619	12.608659	0.005862	1.1
260	-0.821533	80.655726	12.585823	0.009075	0.8
261	-0.767846	80.505458	12.604455	0.014458	1.1
262	-0.805522	80.355253	12.623135	0.006290	0.9
263	-0.803170	80.204984	12.641877	0.010362	1.1
264	-0.797887	81.204911	12.518195	0.006905	1.0
265	-0.778090	81.054643	12.536627	0.008740	1.2
266	-0.777354	82.045575	12.416069	0.005325	1.0
267	-0.758706	83.044706	12.296839	0.011420	0.9
268	-0.779978	83.504776	12.242704	0.009836	1.1
269	-0.790688	83.355448	12.260223	0.006636	0.9
270	-0.803943	84.355446	12.143853	0.009926	1.1
271	-0.756015	85.348946	12.030406	0.007900	0.9
272	-0.785385	86.348918	11.918341	0.008329	1.0
273	-0.761625	87.104073	11.835086	0.010215	1.0
274	-0.797679	86.953805	11.851560	0.011751	1.2
275	-0.809922	87.953805	11.742784	0.008087	0.9
276	-0.813690	87.803536	11.759002	0.011830	1.4
277	-0.765397	88.803535	11.651911	0.007885	0.9
278	-0.763532	89.803535	11.546753	0.008879	0.9
279	-0.777314	89.653266	11.562433	0.008809	1.7
280	-0.760794	90.653266	11.458877	0.004851	0.9
281	-0.781509	90.514397	11.473147	0.007818	0.9
282	-0.822609	90.398918	11.485040	0.008336	1.2
283	-0.790116	90.279592	11.497355	0.011315	1.1
284	-0.785399	91.279592	11.394956	0.011629	0.8
285	-0.808875	92.279592	11.294365	0.009424	1.1
286	-0.776398	93.279592	11.195534	0.009964	1.4
287	-0.800687	93.129323	11.210274	0.005531	0.8
288	-0.796745	94.129322	11.112903	0.009633	1.0
289	-0.767095	93.981394	11.127200	0.011257	1.2
290	-0.772835	93.831130	11.141761	0.009062	0.8
291	-0.784830	94.670981	11.060864	0.005514	1.2
292	-0.778920	95.091408	11.020807	0.010587	0.8
293	-0.809730	96.058731	10.929736	0.006514	1.2
294	-0.788137	96.384437	10.899409	0.003153	0.9
295	-0.779127	96.269193	10.910120	0.007637	0.8
296	-0.785893	96.415767	10.896501	0.008479	1.1
297	-0.829189	97.415762	10.804482	0.006879	1.0
298	-0.790213	97.265494	10.818211	0.007885	0.8
299	-0.819960	97.115225	10.831974	0.008139	1.3
300	-0.779320	96.969218	10.845380	0.005883	0.8
301	-0.779104	96.818951	10.859212	0.011371	0.9
302	-0.813618	96.668683	10.873080	0.007310	1.0
303	-0.789931	97.668683	10.781455	0.011211	1.0
304	-0.797621	97.519149	10.795057	0.006624	1.0
305	-0.784576	97.407777	10.805211	0.010487	0.8
306	-0.819745	97.639162	10.784137	0.009520	1.4
307	-0.759874	98.639162	10.693998	0.006675	1.3
308	-0.779681	99.639160	10.605354	0.010021	1.0
309	-0.764045	100.636801	10.518371	0.006621	0.9
310	-0.789552	100.490654	10.531024	0.007566	1.1
311	-0.811078	100.340425	10.544062	0.009580	0.8
312	-0.775420	100.190157	10.557136	0.010125	1.0
313	-0.779559	100.040348	10.570203	0.006415	1.0
314	-0.741590	101.040348	10.483590	0.006014	0.8
315	-0.794353	100.890169	10.496507	0.005792	1.0
316	-0.792221	101.873753	10.412484	0.007443	1.0
317	-0.793205	101.723489	10.425233	0.011831	1.1
318	-0.827005	101.573221	10.438014	0.009184	1.4
319	-0.790200	102.573221	10.353546	0.008359	0.8
320	-0.782691	102.422953	10.366151	0.007161	0.9
321	-0.774522	102.272684	10.378788	0.006706	1.1
322	-0.821994	102.145973	10.389467	0.008613	0.8
323	-0.765507	101.996629	10.402082	0.007253	1.1
324	-0.761261	101.846363	10.414806	0.006782	0.9
325	-0.798870	101.696095	10.427561	0.007485	1.0
326	-0.793755	102.683417	10.344321	0.006853	0.9
327	-0.771573	102.533524	10.356873	0.007462	1.0
328	-0.745559	102.383256	10.369487	0.007509	1.1
329	-0.800644	103.376988	10.286638	0.007176	0.8
330	-0.787421	103.226720	10.299081	0.010209	1.2
331	-0.785557	104.226719	10.216837	0.008512	1.0
332	-0.784391	105.226718	10.135897	0.008513	0.8
333	-0.777034	105.087178	10.147114	0.008237	0.9
334	-0.812081	104.951198	10.158069	0.009007	0.9
335	-0.802169	104.821269	10.168559	0.004601	0.9
336	-0.807293	105.817765	10.088658	0.008281	1.0
337	-0.789365	106.146377	10.062583	0.010552	1.0
338	-0.758462	105.996108	10.074490	0.008388	0.8
339	-0.815529	106.996108	9.995781	0.007979	1.2
340	-0.742908	106.845849	10.007529	0.007002	0.9
341	-0.792326	106.695581	10.019305	0.008562	1.0
342	-0.802882	107.668813	9.943521	0.005995	1.0
343	-0.788732	107.520808	9.954972	0.008954	0.9
344	-0.791414	107.391575	9.964992	0.006779	1.1
345	-0.774104	108.391574	9.887978	0.009996	0.9
346	-0.791217	108.241306	9.899474	0.007628	0.8
347	-0.771817	108.091038	9.910998	0.007295	1.2
348	-0.806225	108.989038	9.842530	0.010657	0.8
349	-0.825019	109.989038	9.767390	0.007833	1.1
350	-0.801234	109.838769	9.778608	0.013270	0.9
351	-0.799480	110.838754	9.704438	0.006820	0.9
352	-0.783003	110.688486	9.715512	0.009005	1.3
353	-0.743469	111.624688	9.646929	0.007016	1.0
354	-0.807888	111.494622	9.656400	0.007406	0.8
355	-0.780012	112.494284	9.584088	0.006017	0.9
356	-0.797828	113.494281	9.512828	0.009464	0.9
357	-0.802838	114.494281	9.442620	0.009408	0.9
358	-0.807346	115.256260	9.389815	0.010154	1.0
359	-0.774202	116.256256	9.321404	0.009804	1.1
360	-0.781894	117.254867	9.254076	0.007552	0.9
361	-0.799694	117.104599	9.264145	0.007668	1.3
362	-0.753112	116.954571	9.274220	0.009635	1.0
363	-0.763540	117.954571	9.207477	0.008292	0.8
364	-0.786999	117.806657	9.217289	0.009522	1.0
365	-0.804002	118.806516	9.151369	0.007344	0.8
366	-0.816185	119.769981	9.088735	0.006919	0.9
367	-0.801944	120.769324	9.024668	0.007491	1.0
368	-0.796195	120.620325	9.034162	0.007402	0.9
369	-0.768366	120.470092	9.043756	0.007358	0.8
370	-0.809879	120.319824	9.053373	0.008140	1.6
371	-0.785043	121.242587	8.994641	0.008330	0.8
372	-0.748253	122.242587	8.931848	0.008324	0.9
373	-0.774203	123.242586	8.869926	0.008743	1.3
374	-0.806566	124.230146	8.809610	0.009235	0.8
375	-0.762656	124.079878	8.818735	0.004953	0.8
376	-0.759733	124.973724	8.764735	0.008828	2.0
377	-0.764440	124.824004	8.773734	0.009912	0.9
378	-0.787625	125.823967	8.713979	0.008234	1.0
379	-0.784616	125.988062	8.704251	0.006355	0.9
380	-0.788016	126.917766	8.649543	0.010842	1.2
381	-0.784982	127.917695	8.591464	0.006519	0.8
382	-0.783795	127.767428	8.600142	0.005616	1.5
383	-0.809078	128.422045	8.562465	0.014456	0.9
384	-0.785885	129.422045	8.505542	0.013346	1.1
385	-0.759716	130.422045	8.449371	0.008387	1.6
386	-0.789886	131.422045	8.393937	0.011403	0.9
387	-0.765602	131.307835	8.400231	0.008191	1.2
388	-0.779128	132.305858	8.345545	0.009306	1.0
389	-0.771605	133.245612	8.294700	0.007200	1.1
390	-0.780708	134.170230	8.245274	0.006365	0.9
391	-0.763926	135.152717	8.193396	0.009448	1.5
392	-0.795538	135.006411	8.201080	0.009694	0.9
393	-0.804561	134.856143	8.208987	0.005210	1.7
394	-0.781326	135.696189	8.164978	0.008174	1.1
395	-0.786682	135.546541	8.172784	0.005919	0.8
396	-0.807713	135.396366	8.180631	0.009594	0.8
397	-0.776265	136.396366	8.128657	0.007048	1.8
398	-0.825721	137.395711	8.077372	0.008411	0.9
399	-0.795071	138.154181	8.038878	0.008652	0.8
400	-0.768390	139.154129	7.988686	0.005648	0.9
401	-0.803081	139.003994	7.996182	0.009399	1.7
402	-0.782834	138.862526	8.003258	0.009060	1.1
403	-0.768043	139.862338	7.953515	0.008068	1.2
404	-0.777392	139.712071	7.960952	0.005621	1.0
405	-0.813353	140.710497	7.911799	0.005522	0.9
406	-0.777635	141.699791	7.863692	0.011342	1.0
407	-0.766418	141.554121	7.870739	0.011212	0.9
408	-0.768067	141.403853	7.878021	0.010126	0.9
409	-0.780469	141.253647	7.885314	0.010062	1.2
410	-0.802702	141.113038	7.892154	0.009016	0.9
411	-0.742817	142.112546	7.843793	0.004925	1.2
412	-0.779528	143.108496	7.796190	0.009914	1.0
413	-0.821436	144.053264	7.751564	0.008936	0.9
414	-0.779349	143.902996	7.758628	0.008952	1.1
415	-0.780220	144.902996	7.711862	0.006405	1.0
416	-0.762239	145.869965	7.667174	0.009163	1.0
417	-0.771659	146.868822	7.621552	0.008129	0.9
418	-0.764635	147.868822	7.576419	0.008136	1.0
419	-0.809197	148.868813	7.531818	0.005899	1.2
420	-0.779283	148.742660	7.537416	0.006945	0.9
421	-0.775939	148.592419	7.544093	0.005968	1.1
422	-0.779805	148.584623	7.544440	0.006014	0.8
423	-0.785466	149.572578	7.500743	0.009362	1.6
424	-0.775949	149.664822	7.496689	0.011312	1.3
425	-0.793659	149.514553	7.503295	0.005685	0.8
426	-0.778379	150.344362	7.466957	0.007919	0.9
427	-0.790564	150.194534	7.473492	0.010140	1.5
428	-0.778228	150.637382	7.454210	0.006512	0.8
429	-0.759875	150.487113	7.460741	0.007647	0.9
430	-0.792516	151.485321	7.417565	0.011336	1.1
431	-0.776606	151.335053	7.424032	0.004414	0.8
432	-0.812637	152.334658	7.381219	0.007825	0.9
433	-0.779368	152.184978	7.387598	0.008925	1.2
434	-0.775956	152.035471	7.393981	0.007404	0.8
435	-0.811208	153.035456	7.351496	0.007584	1.1
436	-0.804214	152.887848	7.357737	0.010249	0.9
437	-0.746196	153.825925	7.318257	0.009473	1.0
438	-0.768869	154.825924	7.276635	0.005400	1.0
439	-0.774342	154.676016	7.282844	0.007992	0.9
440	-0.782679	155.675894	7.241628	0.007830	1.3
441	-0.789922	156.603365	7.203811	0.008478	1.0
442	-0.792423	157.603363	7.163477	0.010314	1.0
443	-0.767710	158.603361	7.123592	0.009816	1.2
444	-0.816655	159.579699	7.085077	0.009903	1.0
445	-0.771388	160.579699	7.046058	0.007177	1.1
446	-0.794658	160.429431	7.051893	0.005583	0.8
447	-0.756380	161.210998	7.021645	0.007039	1.5
448	-0.753361	161.060730	7.027441	0.008565	0.8
449	-0.770722	161.189136	7.022488	0.011008	1.0
450	-0.790080	162.189136	6.984153	0.008217	1.3
451	-0.799947	163.189136	6.946235	0.009887	0.8
452	-0.754927	164.188608	6.908746	0.008247	1.0
453	-0.750262	164.038339	6.914356	0.007785	1.1
454	-0.781092	165.038334	6.877190	0.008450	0.8
455	-0.805551	164.888114	6.882748	0.008052	1.3
456	-0.795848	164.760412	6.887479	0.009285	0.9
457	-0.800186	164.610692	6.893035	0.011235	0.9
458	-0.773805	165.610692	6.856097	0.008827	1.0
459	-0.793194	166.601769	6.819877	0.012011	0.9
460	-0.769866	167.601573	6.783724	0.005946	1.0
461	-0.819941	168.600884	6.747970	0.010975	0.9
462	-0.806219	169.600708	6.712572	0.006866	1.0
463	-0.762935	170.399841	6.684546	0.005417	1.0
464	-0.773532	170.250040	6.689782	0.008099	1.1
465	-0.776274	170.921587	6.666374	0.009727	0.9
466	-0.768727	170.863045	6.668408	0.009218	0.9
467	-0.815825	171.863043	6.633832	0.010223	1.2
468	-0.784997	172.863043	6.599613	0.007726	1.0
469	-0.778295	172.712775	6.604732	0.008093	0.8
470	-0.788024	172.562508	6.609860	0.007467	1.1
471	-0.772420	172.412715	6.614979	0.012965	0.9
472	-0.805546	172.262447	6.620122	0.008305	1.0
473	-0.795783	173.261655	6.586071	0.009488	0.9
474	-0.786063	174.261655	6.552341	0.008384	1.0
475	-0.766688	175.261655	6.518956	0.010231	1.0
476	-0.820320	176.245405	6.486443	0.006433	0.9
477	-0.789232	177.238611	6.453945	0.011865	1.1
478	-0.788073	177.088342	6.458841	0.007253	1.3
479	-0.799210	178.087237	6.426434	0.005650	0.9
480	-0.768221	177.937978	6.431256	0.008060	1.8
481	-0.764025	177.787725	6.436117	0.005316	0.9
482	-0.758851	177.637699	6.440978	0.007833	0.8
483	-0.794057	177.487855	6.445840	0.004893	1.2
484	-0.808117	178.473430	6.413992	0.004755	1.2
485	-0.756966	178.324232	6.418793	0.005368	0.9
486	-0.829175	178.193149	6.423017	0.009099	1.0
487	-0.780063	178.219704	6.422161	0.011213	1.0
488	-0.782411	178.069436	6.427009	0.009723	1.1
489	-0.800802	179.069436	6.394885	0.007233	1.1
490	-0.813999	179.135649	6.392769	0.008667	1.1
491	-0.777102	178.985381	6.397573	0.007061	1.0
492	-0.829958	178.906207	6.400106	0.007251	1.1
493	-0.795370	178.755957	6.404920	0.006568	0.8
494	-0.805845	178.605690	6.409742	0.006746	1.2
495	-0.784527	178.487380	6.413544	0.008473	0.8
496	-0.810805	179.481751	6.381733	0.005211	0.9
497	-0.799952	180.481714	6.350060	0.009683	1.1
498	-0.787000	181.481298	6.318712	0.011983	1.0
499	-0.796662	182.481298	6.287659	0.009774	2.1
500	-0.787980	183.481297	6.256910	0.009298	0.9
501	-0.781820	183.331028	6.261511	0.005779	1.1
502	-0.785127	183.180760	6.266119	0.008057	0.9
503	-0.766887	183.030493	6.270734	0.005835	1.0
504	-0.791838	183.446218	6.257983	0.011254	0.8
505	-0.799203	184.431277	6.227976	0.008906	1.1
506	-0.772807	184.281008	6.232535	0.006456	0.8
507	-0.832441	184.130743	6.237100	0.008090	1.1
508	-0.788436	185.130720	6.206843	0.008485	1.1
509	-0.774243	184.980451	6.211371	0.011900	1.2
510	-0.746957	184.830189	6.215906	0.006645	1.1
511	-0.795743	184.759222	6.218049	0.008302	0.9
512	-0.794900	184.756133	6.218143	0.005454	1.6
513	-0.781869	185.755560	6.188085	0.006330	0.8
514	-0.829343	186.750711	6.158443	0.008176	0.9
